,Video Name,Thumbnail URL,Video ID,length,description snippet,date published
118,Dried mushrooms are nature's stock cube,https://i.ytimg.com/vi/JFH5Zpe0p1Q/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCYsrqF4fn9NEnEoxLwFx3eYhVriw,JFH5Zpe0p1Q,"10 minutes, 35 seconds","Thanks to Bespoke Post for sponsoring this video! Get 20% off your first monthly box when you sign up at http://bespokepost.com/ragusea20 and use promo code RAGUSEA20 at checkout!

2021 literature...",2022-11-23 13:32:39.235962
119,Creamy coconut chickpea curry,https://i.ytimg.com/vi/e4a7F1LyzaY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCPski1a9bd0yxhFOCUVVUl6pXGZA,e4a7F1LyzaY,"9 minutes, 35 seconds","Thanks to Ritual for sponsoring this video! Click here http://ritual.com/ADAM20 and use code ADAM20 to get 20% off your first month with Ritual. #ritualpartner

* These statements have not...",2022-11-23 13:32:39.235962
120,How cooks put their fingers in hot sauce without burning themselves,https://i.ytimg.com/vi/lpFyAu38SbY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLB9OsgC-JQ_PeSDEfD6m7M83wHa_A,lpFyAu38SbY,"14 minutes, 11 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-11-23 13:32:39.235962
121,Cheese ravioli without a rolling machine | fresh egg pasta | quick tomato sauce,https://i.ytimg.com/vi/scwtoKAikck/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCxqK7aPf5mELJh3eW51JLLYeOqeg,scwtoKAikck,"9 minutes, 37 seconds","Thanks to Allform for sponsoring! Click here https://allform.com/adamragusea for 20% off the sofa of your choice. We chose a whisky leather three-seater with chaise.

***RECIPE, MAKES 20-25...",2022-11-23 13:32:39.235962
122,DIY syrup from trees (not just maples),https://i.ytimg.com/vi/rT9IJXuHbKs/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAS3rPWW3SspFTAmLSPoCCExVetCQ,rT9IJXuHbKs,"14 minutes, 42 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-11-22 13:32:39.235962
123,Bread charlotte | Chicken pie à la Michel Roux Jr.,https://i.ytimg.com/vi/6Ivarp1iJaY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBJvAi6SHgYJcvbi71PkqO7ZyqW4g,6Ivarp1iJaY,"9 minutes, 50 seconds","Thanks to Kove Audio for sponsoring this video! Save 67% or more on the Kove Split Speaker here with code AR67: https://koveaudio.com/AR67

Michel Roux Jr.'s recipe for bread charlotte, on...",2022-11-22 13:32:39.235962
124,"What oil, sugar and yeast do in pizza dough (in varying amounts)",https://i.ytimg.com/vi/FJxJhbCFsco/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAz-K2HEwD6VmFrk_IK4snfFB6Czg,FJxJhbCFsco,"16 minutes, 54 seconds","Thanks to Surfshark for sponsoring this video! Get Surfshark VPN at https://Surfshark.deals/adamragusea — Enter promo code ADAMRAGUSEA for 83% off and 3 extra months for free!

My old video...",2022-11-22 13:32:39.235962
125,Why coffee drinkers live longer,https://i.ytimg.com/vi/gpHB0JdjByE/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBadPH1YWYq-XG1fszxNo3AolxpWQ,gpHB0JdjByE,"7 minutes, 7 seconds","Thanks to Trade Coffee for sponsoring this video! Use my exclusive link here https://www.drinktrade.com/ragusea to get $20 off your first three bags.

2021 Korean study showing coffee and tea...",2022-11-22 13:32:39.235962
126,"Weeknight 'fun size' paella | streamlined Valencian-style, with green beans and chicken wings",https://i.ytimg.com/vi/WfYjmrH9gSw/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLD_CY-Xh95ZQbHPM-Fu-j8V6fpUBQ,WfYjmrH9gSw,"9 minutes, 27 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-11-22 13:32:39.235962
127,Why Americans don't pronounce the H in herbs,https://i.ytimg.com/vi/wDR5j30spfI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCzfH0XXE6YWNU7UgeChA0Hw01JhA,wDR5j30spfI,"9 minutes, 49 seconds","Thanks to ShipStation for sponsoring this video! Go to https://shipstation.com/ragusea to get a free 60-day trial. That’s two months FREE of no-hassle, stress-free shipping.",2022-11-22 13:32:39.235962
128,Homemade image candy (cut rock candy) | No special equipment or ingredients needed,https://i.ytimg.com/vi/i2qReY0GdfY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDqFCSuk65cdkHz1ctT-JLbFsWTRg,i2qReY0GdfY,"11 minutes, 30 seconds","Thanks to Helix Sleep for sponsoring this video! Click here https://helixsleep.com/ragusea for up to $200 off your Helix Sleep mattress plus two free pillows! Free shipping within the US!
...",2022-11-22 13:32:39.235962
129,Why tomatillos aren't just little green tomatoes (and why they're awesome),https://i.ytimg.com/vi/3denP7wX2XU/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBXn2rsOuNIO4AlIg6u_wknoPCR-A,3denP7wX2XU,"9 minutes, 53 seconds","Thanks to Skillshare for sponsoring this video! The first 1,000 people to use this link will get a 1 month free trial of Skillshare: https://skl.sh/adamragusea06211

My old enchiladas verdes...",2022-11-22 13:32:39.235962
130,Cake pan pizza | deep-dish Sicilian/Detroit-style (kinda),https://i.ytimg.com/vi/oII1EbBffY0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDFMY6QpcjLvOwhGZXcFgOKz7ds7A,oII1EbBffY0,"8 minutes, 18 seconds","Try Brightland now! Get 10% off when you click my link and get your first Luminous Capsule: http://brightland.co/adamragusea | Thanks to Brightland for sponsoring this video! 

***RECIPE, MAKES...",2022-11-21 13:32:39.235962
131,Ask Adam #9: Why did you move to Tennessee? Which recipes would you re-do? Fav white wine?,https://i.ytimg.com/vi/XGGU_SzXCus/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCRu5Y0wBkU_7-9IM_alLRx9iYBRQ,XGGU_SzXCus,"30 minutes, 13 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-11-21 13:32:39.235962
132,Mussels with garlic white wine broth,https://i.ytimg.com/vi/DpqBfrq4sq8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBANjioV7diXIHHUZlIFujDhYdHSA,DpqBfrq4sq8,"6 minutes, 39 seconds","Thanks to Immi for sponsoring this video! Go to https://thld.co/immi_AdamRagusea1221 and use code ragusea at checkout to save $5 on your order.

***RECIPE, MAKES ONE BIG PORTION, MULTIPLY AS...",2022-11-21 13:32:39.235962
133,Why farmed fish isn't always more sustainable than wild (but definitely sometimes is),https://i.ytimg.com/vi/YeDgfHtTHPA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBTLH00x-5t-4fCBcipEa0yLCNnwg,YeDgfHtTHPA,"15 minutes, 1 second","Thanks to Warby Parker for sponsoring this video! Try five pairs of glasses at at home, totally free: http://warbyparker.com/ragusea | Home try-ons are offered in the U.S. only.

Springcress...",2022-11-21 13:32:39.236961
134,Italian wedding soup | chicken meatballs & homemade stock,https://i.ytimg.com/vi/T5IoTXRCpso/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAHabs_ifnthMZe8az6CquINPUQBg,T5IoTXRCpso,"11 minutes, 29 seconds","For your chance to win the Airstream® Interstate 24X and support a great cause, enter at https://www.omaze.com/ragusea | Thanks to Omaze for sponsoring this video!

***RECIPE, FEEDS 8-10***...",2022-11-21 13:32:39.236961
135,Why yeast extract is in tons of foods (and why it's delicious),https://i.ytimg.com/vi/7zEWtqkp1v8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDVqW9QoIE8Vd7z-S07gRr6Y3bVcw,7zEWtqkp1v8,"12 minutes, 37 seconds","Save $30 on your gut health test kit from Ombre Lab: http://tryombre.com/Adam | Thanks to Ombre for sponsoring this video!

2008 paper in which Turkish scientists found 50ºC for 24 hours is...",2022-11-21 13:32:39.236961
136,"Gingerbread | fluffy, spicy, molasses-y Christmas loaf",https://i.ytimg.com/vi/gq9rFDpIHv0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAAZq7m-mVAYfnyYOR3TMU8GS30bg,gq9rFDpIHv0,"6 minutes, 20 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-11-21 13:32:39.236961
137,How an 'autolyse' kneads your dough for you,https://i.ytimg.com/vi/orpTeX_EGXA/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCVO9jj-bMaWny42H9KofVssb-tHg,orpTeX_EGXA,"14 minutes, 20 seconds","Thanks to HelloFresh for sponsoring this video! Use code ADAMRAGUSEA14 for up to 14 FREE MEALS + 3 Free Gifts across 5 HelloFresh boxes plus free shipping: https://bit.ly/3jZhlZO

""Bread Science:...",2022-11-21 13:32:39.236961
138,Easy big beef stew and roasted garlic mashed potatoes,https://i.ytimg.com/vi/p53xab3c3tg/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDBr1P5anFGu1Pk5LUsGm5rs_h_lw,p53xab3c3tg,"15 minutes, 6 seconds","Thanks to Surfshark for sponsoring this video! Get Surfshark VPN at https://Surfshark.deals/adamragusea — Enter promo code ADAMRAGUSEA for 84% off and 4 extra months for free!

Brian Lagerstrom's...",2022-12-01 13:32:39.236961
139,"Beef stew tests | stovetop vs oven, temperatures, marinades, pre-seasoning, thickeners",https://i.ytimg.com/vi/vKVF0cHoXGI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLC0D9R48TP9MZPl_KsZ7DVy7bHc_w,vKVF0cHoXGI,"10 minutes, 25 seconds",Thanks to LetsGetChecked for sponsoring this video! Do your own tests at home: https://trylgc.com/adamragusea | Use my code ADAM30 for 30% off!,2022-12-01 13:32:39.236961
140,"Eggs 101 | sunny side up, crispy, basted, over easy, scrambled, omelette",https://i.ytimg.com/vi/WALpdDTyj8o/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAc2yMssIzzQ_UCvurwHdWXg0s9NA,WALpdDTyj8o,"13 minutes, 53 seconds",Thanks to Misen for sponsoring this video! Upgrade your kitchen with Misen's amazing cookware and knives. Go to https://bit.ly/3D56MLw and use promo code ragusea to get 20% off your first order.,2022-12-01 13:32:39.236961
141,Why Americans and Brits say 'cider' to mean very different things,https://i.ytimg.com/vi/-R41YFcX8e4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCEjmUcKqEMhfFb64M7V9JWcP51Tg,-R41YFcX8e4,"12 minutes, 10 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-12-01 13:32:39.236961
142,The 'right' color of raw beef,https://i.ytimg.com/vi/82KT_nb26-4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDm2GWAV62r1mhK9Bw5TNmKjplaDA,82KT_nb26-4,"9 minutes, 33 seconds",Thanks to Sealed Air for sponsoring this video! Learn more about vacuum packaging here: https://assets.mediafly.com/l/4Rh8TGG4Gzsu #cryovac #sealedair,2022-12-01 13:32:39.236961
143,Black and white cookies | NY-style dense cake with crispy icing,https://i.ytimg.com/vi/8S5vkk2ZHV4/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBoRVqpLpQg3y4lZ2UOelnoSQchpA,8S5vkk2ZHV4,"8 minutes, 32 seconds","Thanks to Magic Spoon for sponsoring this video! To get Magic Spoon’s BEST offer yet, click this link for 20% off: https://magicspoon.thld.co/RAGUSEABF  (offer ends 11/29)

If you’re watching...",2022-12-01 13:32:39.236961
144,Truffles and the doggies who find them for us,https://i.ytimg.com/vi/qX9Jpg3b90M/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDEHXT_RnwTLHJdXXAT0KEKAl9gmg,qX9Jpg3b90M,"14 minutes, 21 seconds","Thanks to Audible for sponsoring this video! Start listening with a 30-day Audible trial. Choose one audiobook and two Audible Originals absolutely
free: http://audible.com/adamragusea or text...",2022-12-01 13:32:39.236961
145,Fully deboned turkey | demi glacé made with the bones,https://i.ytimg.com/vi/peeRWHI7FpY/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBJ8FWViR86NBHxN9HJiqJKnH4-1w,peeRWHI7FpY,"18 minutes, 7 seconds","Thanks to Fetch Rewards for sponsoring this video! Download Fetch now and use code RAGUSEA and get 3000 points on your first receipt! → https://fetch.thld.co/aragusea_1121

My guide to stuffing:...",2022-12-01 13:32:39.236961
146,Southern corn pudding (bread? cake? custard? casserole?),https://i.ytimg.com/vi/kpmzN4HFbHs/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBrg_PBzK1GfbxS28q2PvxeT8Ky-g,kpmzN4HFbHs,"5 minutes, 3 seconds",This video is an ad for OnePlus — thanks for their sponsorship!  The OnePlus 9 Pro is a premium flagship Android smartphone with an amazingly powerful Hasselblad camera. Lauren and I had...,2022-12-01 13:32:39.236961
147,Post-Covid19 smell & taste disruption — the latest research,https://i.ytimg.com/vi/OQNX98lJ_iI/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCz6sYKSDAOuiGaEYj4GlDKa_jt2g,OQNX98lJ_iI,"10 minutes, 46 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-12-01 13:32:39.236961
148,Orange braised beef | egg yolk-thickened sauce | limey roast carrots,https://i.ytimg.com/vi/sWMDMvV48Wc/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDOKnUI0x0R3PQEhoUlSJbuwxeLVg,sWMDMvV48Wc,"8 minutes, 35 seconds","Thanks to HelloFresh for sponsoring this video! Use code ADAMRAGUSEA14 for up to 14 FREE MEALS + 3 Free Gifts across 5 HelloFresh boxes plus free shipping: https://bit.ly/3mx7agL

***RECIPE,...",2022-12-01 13:32:39.236961
149,"Chemistry of beer, part II: Hops to keg",https://i.ytimg.com/vi/qHaWFtikbLQ/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDXEB0mHdHnMKd1dNXV_iX88n-N4w,qHaWFtikbLQ,"20 minutes, 32 seconds","Thanks to Surfshark for sponsoring this video! Get Surfshark VPN at https://Surfshark.deals/adamragusea - Enter promo code ADAMRAGUSEA for 83% off and 4 extra months for free!

The Part I vid,...",2022-12-01 13:32:39.236961
150,(Fancy) cream of mushroom soup | dry + fresh mushrooms,https://i.ytimg.com/vi/5qRexHDwfds/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDvZ28RuJkNQj62TyCkQ0CstTSB_g,5qRexHDwfds,"8 minutes, 28 seconds","Thanks to Warby Parker for sponsoring this video! Try five pairs of glasses at at home, totally free: http://warbyparker.com/ragusea | Home try-ons are offered in the U.S. only.

***RECIPE,...",2022-12-01 13:32:39.236961
151,Why we cook food in oil,https://i.ytimg.com/vi/ktVSavCov9Y/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDk5BRfsvC51iph3bSg0KaYO4T0cQ,ktVSavCov9Y,"12 minutes, 25 seconds","Thanks to Audible for sponsoring this video! Start listening with a 30-day Audible trial. Choose one audiobook and two Audible Originals absolutely
free: http://audible.com/adamragusea or text...",2022-12-01 13:32:39.236961
152,Chewy caramel brownies,https://i.ytimg.com/vi/dZ0Ic9EMdK0/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDVib72y_lflC_1lRufQMDB2eIv3Q,dZ0Ic9EMdK0,"5 minutes, 49 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-12-01 13:32:39.236961
153,"Chemistry of beer, part I: Malt to wort",https://i.ytimg.com/vi/q8LJb9XBU2U/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLBxDWJHmbqSuMA5gO-HyZ6YBw2qVA,q8LJb9XBU2U,"19 minutes, 54 seconds","Thanks to Surfshark for sponsoring this video! Get Surfshark VPN at https://Surfshark.deals/adamragusea - Enter promo code ADAMRAGUSEA for 83% off and 3 extra months for free!

Thanks to Dr....",2022-12-01 13:32:39.236961
154,Pizza with shallots and bresaola (the perfect pizza meat?),https://i.ytimg.com/vi/vnZw4FeLtHw/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLAAqZtRyrjvJA1mDoWpzalvZPhrGQ,vnZw4FeLtHw,"9 minutes, 26 seconds","Thanks to Magic Spoon for sponsoring this video! Click here https://magicspoon.thld.co/ragusea_1021 and use code RAGUSEA to get $5 off today!

***DOUGH RECIPE, MAKES FOUR PIZZAS THIS SIZE***...",2022-12-01 13:32:39.236961
155,Why salt crystals grow as pyramids (sometimes),https://i.ytimg.com/vi/FVEZuzEHwQk/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLDUBo1-G8aUhKD6tjV6Ua0wnKXLEQ,FVEZuzEHwQk,"14 minutes, 56 seconds","Thanks to Squarespace for sponsoring this video! Go to Squarespace.com for a free trial, and when you’re ready to launch, go to http://squarespace.com/ragusea and add code “RAGUSEA"" at...",2022-12-01 13:32:39.236961
156,Empanadas | bean and chicken fillings,https://i.ytimg.com/vi/ZKo7dTPXhls/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLC_KtZOc77sD4M8NEjq14U1n8y_Uw,ZKo7dTPXhls,"10 minutes, 20 seconds","Thanks to Allform for sponsoring! Click here https://allform.com/adamragusea for 20% off the sofa of your choice! We chose a leather 3-seater with a chaise.

***CRUST RECIPE, MAKES 12 EMPANADAS***...",2022-12-01 13:32:39.236961
157,"Problems with gas stovetops | weak, dirty and dangerous",https://i.ytimg.com/vi/CcAJ3_-Hou8/hqdefault.jpg?sqp=-oaymwEbCKgBEF5IVfKriqkDDggBFQAAiEIYAXABwAEG&rs=AOn4CLCVQeX1AxgKo8EtU7W4dPb_8ci1yg,CcAJ3_-Hou8,"12 minutes, 36 seconds","Thanks HelloFresh for sponsoring this video! Use code ADAMRAGUSEA14 for up to 14 FREE MEALS across your first 5 HelloFresh boxes plus free shipping: https://bit.ly/3gz2Zwz

My old video on...",2022-12-01 13:32:39.236961
